day_of_month,day_of_week,op_unique_carrier,origin_city_name,origin_state_abr,dest_city_name,dest_state_abr,crs_dep_time,dep_delay,crs_arr_time,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
3,1,OO,"Salt Lake City, UT",UT,"San Diego, CA",CA,1205,1.0,1300,27.0,115.0,141.0,107.0,626.0,0.0,0.0,0.0,0.0,27.0
13,4,DL,"Raleigh/Durham, NC",NC,"Detroit, MI",MI,600,54.0,748,45.0,108.0,99.0,72.0,501.0,45.0,0.0,0.0,0.0,0.0
13,4,UA,"San Francisco, CA",CA,"Las Vegas, NV",NV,1002,28.0,1144,25.0,102.0,99.0,63.0,414.0,25.0,0.0,0.0,0.0,0.0
21,5,F9,"San Diego, CA",CA,"Las Vegas, NV",NV,1337,8.0,1457,18.0,80.0,90.0,54.0,258.0,0.0,0.0,18.0,0.0,0.0
5,3,WN,"Dallas, TX",TX,"Chicago, IL",IL,1830,50.0,2040,38.0,130.0,118.0,93.0,793.0,0.0,0.0,0.0,0.0,38.0
16,7,AA,"Tampa, FL",FL,"Chicago, IL",IL,1237,29.0,1435,22.0,178.0,171.0,129.0,1012.0,2.0,0.0,0.0,0.0,20.0
30,7,DL,"Minneapolis, MN",MN,"Milwaukee, WI",WI,2145,13.0,2256,23.0,71.0,81.0,49.0,297.0,0.0,0.0,10.0,0.0,13.0
26,3,UA,"Las Vegas, NV",NV,"Chicago, IL",IL,1133,-8.0,1708,16.0,215.0,239.0,197.0,1514.0,0.0,0.0,16.0,0.0,0.0
5,3,WN,"San Antonio, TX",TX,"Denver, CO",CO,1320,9.0,1435,16.0,135.0,142.0,101.0,794.0,0.0,0.0,7.0,0.0,9.0
5,3,OO,"Houston, TX",TX,"Victoria, TX",TX,2025,58.0,2120,70.0,55.0,67.0,27.0,123.0,0.0,0.0,0.0,0.0,70.0
1,6,WN,"Denver, CO",CO,"Phoenix, AZ",AZ,1600,36.0,1655,26.0,115.0,105.0,88.0,602.0,0.0,0.0,0.0,0.0,26.0
11,2,F9,"Las Vegas, NV",NV,"Raleigh/Durham, NC",NC,2254,3.0,615,17.0,261.0,275.0,256.0,2026.0,3.0,0.0,14.0,0.0,0.0
28,5,AA,"Phoenix, AZ",AZ,"Austin, TX",TX,1600,189.0,2014,235.0,134.0,180.0,107.0,872.0,0.0,0.0,46.0,0.0,189.0
26,3,WN,"Chicago, IL",IL,"Fort Myers, FL",FL,1330,80.0,1720,69.0,170.0,159.0,139.0,1120.0,0.0,0.0,0.0,0.0,69.0
21,5,WN,"Chicago, IL",IL,"Fort Myers, FL",FL,1320,11.0,1700,25.0,160.0,174.0,159.0,1105.0,10.0,0.0,14.0,0.0,1.0
5,3,UA,"Austin, TX",TX,"Houston, TX",TX,1614,219.0,1717,323.0,63.0,167.0,62.0,140.0,0.0,0.0,241.0,0.0,82.0
20,4,G7,"Newark, NJ",NJ,"Washington, DC",VA,1900,149.0,2028,142.0,88.0,81.0,43.0,199.0,79.0,0.0,0.0,0.0,63.0
15,6,WN,"Minneapolis, MN",MN,"Denver, CO",CO,1845,53.0,1950,45.0,125.0,117.0,98.0,680.0,0.0,0.0,0.0,0.0,45.0
19,3,WN,"Las Vegas, NV",NV,"Los Angeles, CA",CA,1155,13.0,1305,23.0,70.0,80.0,46.0,236.0,0.0,0.0,10.0,0.0,13.0
27,4,UA,"Salt Lake City, UT",UT,"Newark, NJ",NJ,2309,64.0,534,53.0,265.0,254.0,231.0,1969.0,13.0,0.0,0.0,0.0,40.0
27,4,AA,"Miami, FL",FL,"Pittsburgh, PA",PA,1937,49.0,2230,52.0,173.0,176.0,147.0,1013.0,49.0,0.0,3.0,0.0,0.0
5,3,AA,"Dallas/Fort Worth, TX",TX,"Savannah, GA",GA,1130,3.0,1449,44.0,139.0,180.0,133.0,925.0,0.0,0.0,41.0,0.0,3.0
30,7,DL,"Atlanta, GA",GA,"Jackson/Vicksburg, MS",MS,2245,22.0,2303,23.0,78.0,79.0,56.0,341.0,0.0,0.0,1.0,0.0,22.0
22,6,AA,"Chicago, IL",IL,"San Juan, PR",PR,1640,59.0,2211,41.0,271.0,253.0,234.0,2072.0,0.0,0.0,11.0,0.0,30.0
17,1,NK,"Las Vegas, NV",NV,"Los Angeles, CA",CA,2100,90.0,2219,93.0,79.0,82.0,45.0,236.0,2.0,0.0,3.0,0.0,88.0
2,7,UA,"Newark, NJ",NJ,"Minneapolis, MN",MN,1335,17.0,1525,38.0,170.0,191.0,158.0,1008.0,11.0,0.0,21.0,0.0,6.0
15,6,PT,"Louisville, KY",KY,"Philadelphia, PA",PA,1807,38.0,2004,39.0,117.0,118.0,85.0,576.0,0.0,0.0,1.0,0.0,38.0
28,5,AA,"Philadelphia, PA",PA,"Cleveland, OH",OH,1346,38.0,1526,20.0,100.0,82.0,62.0,363.0,20.0,0.0,0.0,0.0,0.0
28,5,DL,"Santa Ana, CA",CA,"Detroit, MI",MI,1302,-4.0,2025,23.0,263.0,290.0,241.0,1960.0,0.0,0.0,23.0,0.0,0.0
12,3,OH,"Charlotte, NC",NC,"Pensacola, FL",FL,2010,133.0,2057,137.0,107.0,111.0,75.0,488.0,1.0,0.0,4.0,0.0,132.0
22,6,YV,"Washington, DC",VA,"Atlanta, GA",GA,1745,48.0,1948,35.0,123.0,110.0,88.0,534.0,4.0,0.0,0.0,0.0,31.0
27,4,YX,"Chicago, IL",IL,"New Orleans, LA",LA,710,-5.0,941,15.0,151.0,171.0,128.0,837.0,0.0,0.0,15.0,0.0,0.0
4,2,WN,"Chicago, IL",IL,"Austin, TX",TX,730,-11.0,1015,31.0,165.0,207.0,152.0,977.0,0.0,0.0,31.0,0.0,0.0
20,4,OO,"Stillwater, OK",OK,"Dallas/Fort Worth, TX",TX,610,24.0,723,18.0,73.0,67.0,50.0,225.0,0.0,18.0,0.0,0.0,0.0
27,4,AS,"Juneau, AK",AK,"Yakutat, AK",AK,1002,1.0,1102,41.0,60.0,100.0,46.0,198.0,0.0,0.0,41.0,0.0,0.0
21,5,WN,"Austin, TX",TX,"San Diego, CA",CA,2050,42.0,2150,35.0,180.0,173.0,156.0,1164.0,2.0,0.0,0.0,0.0,33.0
19,3,B6,"New York, NY",NY,"San Diego, CA",CA,835,39.0,1152,46.0,377.0,384.0,339.0,2446.0,5.0,0.0,7.0,0.0,34.0
2,7,OH,"Buffalo, NY",NY,"Washington, DC",VA,1742,64.0,1906,53.0,84.0,73.0,48.0,296.0,0.0,0.0,0.0,0.0,53.0
7,5,B6,"Buffalo, NY",NY,"New York, NY",NY,1236,31.0,1359,38.0,83.0,90.0,68.0,301.0,3.0,0.0,7.0,0.0,28.0
5,3,DL,"New Orleans, LA",LA,"Atlanta, GA",GA,750,59.0,1022,51.0,92.0,84.0,58.0,425.0,51.0,0.0,0.0,0.0,0.0
17,1,YX,"New York, NY",NY,"Indianapolis, IN",IN,1529,49.0,1802,19.0,153.0,123.0,101.0,665.0,0.0,0.0,0.0,0.0,19.0
20,4,WN,"Sacramento, CA",CA,"Las Vegas, NV",NV,1510,40.0,1635,30.0,85.0,75.0,59.0,397.0,1.0,0.0,0.0,0.0,29.0
22,6,AA,"Miami, FL",FL,"Dallas/Fort Worth, TX",TX,2120,162.0,2351,121.0,211.0,170.0,156.0,1121.0,99.0,0.0,0.0,0.0,22.0
20,4,DL,"Detroit, MI",MI,"Las Vegas, NV",NV,1635,102.0,1807,105.0,272.0,275.0,237.0,1749.0,10.0,0.0,95.0,0.0,0.0
10,1,AA,"Dallas/Fort Worth, TX",TX,"Kansas City, MO",MO,1942,24.0,2114,23.0,92.0,91.0,74.0,460.0,0.0,0.0,0.0,0.0,23.0
20,4,NK,"Fort Lauderdale, FL",FL,"Chicago, IL",IL,730,11.0,952,16.0,202.0,207.0,175.0,1182.0,0.0,0.0,5.0,11.0,0.0
20,4,C5,"Panama City, FL",FL,"Houston, TX",TX,1657,-1.0,1900,62.0,123.0,186.0,92.0,572.0,0.0,0.0,62.0,0.0,0.0
10,1,WN,"Pittsburgh, PA",PA,"Orlando, FL",FL,2140,27.0,2355,16.0,135.0,124.0,110.0,834.0,0.0,0.0,0.0,0.0,16.0
18,2,HA,"Honolulu, HI",HI,"Kona, HI",HI,2000,19.0,2046,31.0,46.0,58.0,32.0,163.0,31.0,0.0,0.0,0.0,0.0
12,3,WN,"San Antonio, TX",TX,"Dallas, TX",TX,2140,-7.0,2250,113.0,70.0,190.0,49.0,247.0,0.0,0.0,113.0,0.0,0.0
2,7,NK,"Las Vegas, NV",NV,"Memphis, TN",TN,930,49.0,1450,38.0,200.0,189.0,163.0,1416.0,38.0,0.0,0.0,0.0,0.0
17,1,DL,"West Palm Beach/Palm Beach, FL",FL,"Atlanta, GA",GA,1959,85.0,2144,87.0,105.0,107.0,79.0,545.0,0.0,0.0,2.0,0.0,85.0
18,2,AA,"Des Moines, IA",IA,"Phoenix, AZ",AZ,810,32.0,919,19.0,189.0,176.0,157.0,1150.0,19.0,0.0,0.0,0.0,0.0
7,5,HA,"Hilo, HI",HI,"Honolulu, HI",HI,1310,28.0,1406,34.0,56.0,62.0,38.0,216.0,6.0,0.0,0.0,0.0,28.0
9,7,UA,"Denver, CO",CO,"Orlando, FL",FL,759,82.0,1338,70.0,219.0,207.0,183.0,1546.0,0.0,0.0,0.0,0.0,70.0
1,6,DL,"Los Angeles, CA",CA,"Atlanta, GA",GA,2155,37.0,500,15.0,245.0,223.0,208.0,1947.0,0.0,0.0,0.0,0.0,15.0
13,4,NK,"Orlando, FL",FL,"Chicago, IL",IL,1655,155.0,1900,124.0,185.0,154.0,130.0,1005.0,0.0,0.0,0.0,0.0,124.0
11,2,WN,"Indianapolis, IN",IN,"Fort Lauderdale, FL",FL,945,64.0,1215,59.0,150.0,145.0,133.0,1005.0,0.0,0.0,0.0,0.0,59.0
2,7,AA,"Raleigh/Durham, NC",NC,"New York, NY",NY,1440,126.0,1612,120.0,92.0,86.0,65.0,431.0,120.0,0.0,0.0,0.0,0.0
30,7,AA,"Houston, TX",TX,"Chicago, IL",IL,605,505.0,847,507.0,162.0,164.0,135.0,925.0,505.0,0.0,2.0,0.0,0.0
30,7,OO,"San Francisco, CA",CA,"San Diego, CA",CA,1030,53.0,1202,95.0,92.0,134.0,77.0,447.0,0.0,0.0,0.0,0.0,95.0
18,2,DL,"New York, NY",NY,"West Palm Beach/Palm Beach, FL",FL,1959,21.0,2322,22.0,203.0,204.0,146.0,1028.0,0.0,0.0,1.0,0.0,21.0
26,3,AA,"Miami, FL",FL,"New York, NY",NY,2058,1.0,2359,35.0,181.0,215.0,153.0,1089.0,1.0,0.0,34.0,0.0,0.0
3,1,DL,"Memphis, TN",TN,"Minneapolis, MN",MN,605,36.0,820,21.0,135.0,120.0,103.0,700.0,21.0,0.0,0.0,0.0,0.0
7,5,HA,"Kahului, HI",HI,"Lihue, HI",HI,1235,76.0,1325,83.0,50.0,57.0,33.0,201.0,7.0,0.0,14.0,0.0,62.0
5,3,WN,"Burbank, CA",CA,"San Francisco, CA",CA,1855,66.0,2010,57.0,75.0,66.0,53.0,326.0,0.0,0.0,0.0,0.0,57.0
27,4,WN,"Atlanta, GA",GA,"Tampa, FL",FL,635,113.0,755,121.0,80.0,88.0,62.0,406.0,113.0,0.0,8.0,0.0,0.0
26,3,WN,"New Orleans, LA",LA,"Houston, TX",TX,2215,156.0,2330,151.0,75.0,70.0,57.0,302.0,0.0,0.0,0.0,0.0,151.0
26,3,NK,"Atlanta, GA",GA,"New Orleans, LA",LA,2025,70.0,2103,70.0,98.0,98.0,76.0,425.0,0.0,0.0,0.0,0.0,70.0
20,4,WN,"Lubbock, TX",TX,"Denver, CO",CO,1835,41.0,1910,27.0,95.0,81.0,67.0,456.0,0.0,0.0,0.0,0.0,27.0
21,5,G4,"Fargo, ND",ND,"Las Vegas, NV",NV,1245,9.0,1354,17.0,189.0,197.0,159.0,1205.0,0.0,0.0,8.0,0.0,9.0
14,5,WN,"Los Angeles, CA",CA,"Las Vegas, NV",NV,1900,45.0,2005,55.0,65.0,75.0,43.0,236.0,16.0,0.0,10.0,0.0,29.0
9,7,AA,"Miami, FL",FL,"Dallas/Fort Worth, TX",TX,2120,84.0,2351,67.0,211.0,194.0,171.0,1121.0,67.0,0.0,0.0,0.0,0.0
18,2,OO,"Seattle, WA",WA,"Los Angeles, CA",CA,600,26.0,843,17.0,163.0,154.0,131.0,954.0,17.0,0.0,0.0,0.0,0.0
27,4,WN,"Louisville, KY",KY,"Chicago, IL",IL,2020,40.0,2035,22.0,75.0,57.0,46.0,271.0,18.0,0.0,0.0,0.0,4.0
9,7,B6,"Boston, MA",MA,"Atlanta, GA",GA,2055,28.0,2346,15.0,171.0,158.0,135.0,946.0,5.0,0.0,0.0,0.0,10.0
5,3,WN,"Charlotte, NC",NC,"Nashville, TN",TN,2000,148.0,2035,131.0,95.0,78.0,62.0,328.0,1.0,0.0,0.0,0.0,130.0
25,2,OO,"Salina, KS",KS,"Hays, KS",KS,1736,1057.0,1817,1045.0,41.0,29.0,18.0,88.0,1045.0,0.0,0.0,0.0,0.0
22,6,AS,"San Francisco, CA",CA,"Chicago, IL",IL,2245,6.0,500,15.0,255.0,264.0,217.0,1846.0,0.0,0.0,15.0,0.0,0.0
22,6,YV,"Memphis, TN",TN,"Houston, TX",TX,1152,9.0,1338,15.0,106.0,112.0,84.0,468.0,9.0,0.0,6.0,0.0,0.0
30,7,AA,"Providence, RI",RI,"Charlotte, NC",NC,1607,1.0,1820,21.0,133.0,153.0,111.0,683.0,0.0,0.0,20.0,0.0,1.0
1,6,PT,"Charlotte, NC",NC,"Bristol/Johnson City/Kingsport, TN",TN,1805,47.0,1909,42.0,64.0,59.0,31.0,119.0,13.0,0.0,0.0,0.0,29.0
3,1,WN,"Chicago, IL",IL,"San Diego, CA",CA,2100,27.0,2325,39.0,265.0,277.0,262.0,1728.0,27.0,0.0,12.0,0.0,0.0
10,1,DL,"San Jose, CA",CA,"Seattle, WA",WA,1425,218.0,1643,196.0,138.0,116.0,91.0,696.0,0.0,0.0,0.0,0.0,196.0
8,6,WN,"Chicago, IL",IL,"New Orleans, LA",LA,520,28.0,735,24.0,135.0,131.0,122.0,825.0,24.0,0.0,0.0,0.0,0.0
16,7,B6,"Fort Lauderdale, FL",FL,"Newark, NJ",NJ,2015,75.0,2318,85.0,183.0,193.0,141.0,1065.0,0.0,75.0,10.0,0.0,0.0
8,6,AA,"Providence, RI",RI,"Charlotte, NC",NC,702,83.0,915,84.0,133.0,134.0,111.0,683.0,83.0,0.0,1.0,0.0,0.0
3,1,G4,"Albany, NY",NY,"Myrtle Beach, SC",SC,1359,16.0,1555,19.0,116.0,119.0,101.0,685.0,0.0,0.0,3.0,0.0,16.0
14,5,G4,"Flint, MI",MI,"Sanford, FL",FL,1512,37.0,1749,40.0,157.0,160.0,139.0,988.0,11.0,0.0,3.0,0.0,26.0
9,7,NK,"Fort Lauderdale, FL",FL,"Newark, NJ",NJ,1252,24.0,1551,21.0,179.0,176.0,153.0,1065.0,21.0,0.0,0.0,0.0,0.0
12,3,AA,"Miami, FL",FL,"Charlotte, NC",NC,1150,15.0,1352,30.0,122.0,137.0,91.0,650.0,15.0,0.0,15.0,0.0,0.0
10,1,WN,"Las Vegas, NV",NV,"Denver, CO",CO,1125,7.0,1415,26.0,110.0,129.0,91.0,628.0,0.0,0.0,19.0,0.0,7.0
27,4,OH,"Charlotte, NC",NC,"Akron, OH",OH,1851,158.0,2025,145.0,94.0,81.0,54.0,394.0,0.0,0.0,0.0,0.0,145.0
2,7,G7,"St. Louis, MO",MO,"Newark, NJ",NJ,1623,36.0,2000,38.0,157.0,159.0,121.0,872.0,0.0,0.0,35.0,0.0,3.0
4,2,UA,"Anchorage, AK",AK,"Chicago, IL",IL,2112,-2.0,621,35.0,369.0,406.0,351.0,2846.0,0.0,0.0,35.0,0.0,0.0
13,4,B6,"Orlando, FL",FL,"New York, NY",NY,1438,62.0,1730,70.0,172.0,180.0,128.0,944.0,62.0,0.0,8.0,0.0,0.0
12,3,NK,"Los Angeles, CA",CA,"Dallas/Fort Worth, TX",TX,2356,93.0,457,88.0,181.0,176.0,152.0,1235.0,88.0,0.0,0.0,0.0,0.0
28,5,PT,"Boston, MA",MA,"Syracuse, NY",NY,1705,123.0,1825,127.0,80.0,84.0,52.0,265.0,123.0,0.0,4.0,0.0,0.0
22,6,PT,"Fort Wayne, IN",IN,"Charlotte, NC",NC,620,10.0,808,52.0,108.0,150.0,102.0,460.0,0.0,10.0,42.0,0.0,0.0
12,3,AA,"Atlanta, GA",GA,"Miami, FL",FL,1647,147.0,1844,143.0,117.0,113.0,89.0,594.0,0.0,0.0,127.0,0.0,16.0
17,1,F9,"Jacksonville, FL",FL,"Philadelphia, PA",PA,2135,168.0,2344,152.0,129.0,113.0,92.0,742.0,0.0,0.0,152.0,0.0,0.0
19,3,AA,"Chicago, IL",IL,"Miami, FL",FL,1224,45.0,1632,44.0,188.0,187.0,159.0,1197.0,44.0,0.0,0.0,0.0,0.0
21,5,B6,"New York, NY",NY,"Fort Myers, FL",FL,959,28.0,1319,33.0,200.0,205.0,152.0,1074.0,0.0,0.0,5.0,0.0,28.0
2,7,AA,"Dallas/Fort Worth, TX",TX,"Austin, TX",TX,2145,1.0,2246,30.0,61.0,90.0,34.0,190.0,0.0,1.0,29.0,0.0,0.0
1,6,YX,"Newark, NJ",NJ,"Nashville, TN",TN,930,29.0,1109,44.0,159.0,174.0,138.0,748.0,29.0,0.0,15.0,0.0,0.0
5,3,DL,"Houston, TX",TX,"Minneapolis, MN",MN,618,47.0,855,75.0,157.0,185.0,171.0,1034.0,47.0,0.0,28.0,0.0,0.0
13,4,G4,"Greensboro/High Point, NC",NC,"Sanford, FL",FL,1753,52.0,1931,62.0,98.0,108.0,88.0,510.0,0.0,6.0,10.0,0.0,46.0
29,6,DL,"New York, NY",NY,"Fort Lauderdale, FL",FL,1116,-2.0,1429,44.0,193.0,239.0,158.0,1069.0,0.0,0.0,44.0,0.0,0.0
28,5,OH,"Charlotte, NC",NC,"Tulsa, OK",OK,1151,81.0,1328,90.0,157.0,166.0,127.0,842.0,2.0,0.0,9.0,0.0,79.0
19,3,HA,"Los Angeles, CA",CA,"Honolulu, HI",HI,1750,186.0,2055,170.0,365.0,349.0,321.0,2556.0,0.0,0.0,0.0,0.0,170.0
15,6,G4,"Plattsburgh, NY",NY,"Fort Lauderdale, FL",FL,1136,59.0,1507,81.0,211.0,233.0,187.0,1334.0,0.0,0.0,81.0,0.0,0.0
19,3,UA,"Chicago, IL",IL,"Dallas/Fort Worth, TX",TX,2018,80.0,2256,65.0,158.0,143.0,115.0,802.0,3.0,0.0,0.0,0.0,62.0
5,3,YX,"Washington, DC",VA,"Newark, NJ",NJ,1900,177.0,2039,164.0,99.0,86.0,44.0,199.0,0.0,0.0,164.0,0.0,0.0
23,7,NK,"Fort Lauderdale, FL",FL,"Cleveland, OH",OH,2000,32.0,2249,21.0,169.0,158.0,135.0,1062.0,0.0,0.0,1.0,3.0,17.0
8,6,WN,"Baltimore, MD",MD,"Orlando, FL",FL,700,54.0,920,45.0,140.0,131.0,113.0,787.0,45.0,0.0,0.0,0.0,0.0
23,7,9E,"Raleigh/Durham, NC",NC,"New York, NY",NY,1114,113.0,1255,114.0,101.0,102.0,63.0,431.0,113.0,0.0,1.0,0.0,0.0
20,4,G4,"Nashville, TN",TN,"Washington, DC",VA,1859,21.0,2135,19.0,96.0,94.0,76.0,542.0,19.0,0.0,0.0,0.0,0.0
25,2,UA,"Jackson, WY",WY,"Denver, CO",CO,705,11.0,838,31.0,93.0,113.0,61.0,406.0,11.0,0.0,20.0,0.0,0.0
14,5,MQ,"Miami, FL",FL,"Birmingham, AL",AL,1626,-3.0,1728,22.0,122.0,147.0,92.0,661.0,0.0,0.0,22.0,0.0,0.0
5,3,WN,"Omaha, NE",NE,"Houston, TX",TX,1205,44.0,1430,54.0,145.0,155.0,138.0,804.0,0.0,0.0,10.0,0.0,44.0
19,3,DL,"Atlanta, GA",GA,"Fort Lauderdale, FL",FL,1200,23.0,1348,30.0,108.0,115.0,83.0,581.0,23.0,0.0,7.0,0.0,0.0
17,1,UA,"Las Vegas, NV",NV,"Los Angeles, CA",CA,1747,47.0,1905,28.0,78.0,59.0,42.0,236.0,0.0,0.0,0.0,0.0,28.0
13,4,AA,"Orlando, FL",FL,"Washington, DC",VA,1533,4.0,1747,25.0,134.0,155.0,110.0,759.0,4.0,0.0,21.0,0.0,0.0
4,2,OO,"San Francisco, CA",CA,"San Luis Obispo, CA",CA,1105,83.0,1210,74.0,65.0,56.0,38.0,190.0,0.0,74.0,0.0,0.0,0.0
1,6,UA,"Sarasota/Bradenton, FL",FL,"Newark, NJ",NJ,1529,249.0,1825,245.0,176.0,172.0,142.0,1034.0,0.0,0.0,199.0,0.0,46.0
6,4,OH,"Milwaukee, WI",WI,"Philadelphia, PA",PA,1444,48.0,1740,45.0,116.0,113.0,93.0,690.0,0.0,0.0,0.0,0.0,45.0
1,6,DL,"Minneapolis, MN",MN,"Los Angeles, CA",CA,1520,130.0,1728,108.0,248.0,226.0,206.0,1535.0,86.0,0.0,0.0,0.0,22.0
24,1,AA,"Dallas/Fort Worth, TX",TX,"Tampa, FL",FL,1525,30.0,1844,20.0,139.0,129.0,110.0,929.0,20.0,0.0,0.0,0.0,0.0
16,7,OH,"Chattanooga, TN",TN,"Washington, DC",VA,1936,101.0,2119,100.0,103.0,102.0,79.0,523.0,88.0,0.0,0.0,0.0,12.0
27,4,WN,"Chicago, IL",IL,"Buffalo, NY",NY,1500,26.0,1720,21.0,80.0,75.0,60.0,468.0,0.0,0.0,0.0,0.0,21.0
9,7,B6,"New York, NY",NY,"Fort Lauderdale, FL",FL,2100,70.0,2359,58.0,179.0,167.0,147.0,1076.0,7.0,0.0,0.0,0.0,51.0
21,5,NK,"Miami, FL",FL,"Atlanta, GA",GA,631,-6.0,830,19.0,119.0,144.0,88.0,594.0,0.0,0.0,19.0,0.0,0.0
1,6,AA,"New Orleans, LA",LA,"Phoenix, AZ",AZ,1052,28.0,1235,19.0,223.0,214.0,194.0,1300.0,0.0,0.0,0.0,0.0,19.0
29,6,UA,"Newark, NJ",NJ,"Tampa, FL",FL,1947,4.0,2250,94.0,183.0,273.0,181.0,997.0,0.0,0.0,94.0,0.0,0.0
28,5,UA,"Chicago, IL",IL,"Las Vegas, NV",NV,1304,40.0,1505,26.0,241.0,227.0,193.0,1514.0,0.0,0.0,26.0,0.0,0.0
27,4,OH,"Norfolk, VA",VA,"Washington, DC",VA,2023,5.0,2129,15.0,66.0,76.0,47.0,142.0,0.0,0.0,10.0,0.0,5.0
3,1,B6,"Newark, NJ",NJ,"Los Angeles, CA",CA,1759,14.0,2117,61.0,378.0,425.0,352.0,2454.0,14.0,0.0,47.0,0.0,0.0
2,7,AA,"New York, NY",NY,"Chicago, IL",IL,1629,0.0,1813,21.0,164.0,185.0,130.0,733.0,0.0,0.0,21.0,0.0,0.0
17,1,WN,"New York, NY",NY,"Denver, CO",CO,1755,80.0,2025,54.0,270.0,244.0,218.0,1620.0,15.0,0.0,0.0,0.0,39.0
6,4,DL,"New York, NY",NY,"Salt Lake City, UT",UT,620,29.0,1000,15.0,340.0,326.0,291.0,1990.0,15.0,0.0,0.0,0.0,0.0
2,7,WN,"Washington, DC",VA,"Dallas, TX",TX,1945,28.0,2210,43.0,205.0,220.0,199.0,1184.0,24.0,0.0,15.0,0.0,4.0
10,1,UA,"Newark, NJ",NJ,"San Juan, PR",PR,1959,52.0,2357,47.0,238.0,233.0,197.0,1608.0,45.0,0.0,0.0,0.0,2.0
29,6,UA,"Newark, NJ",NJ,"Aguadilla, PR",PR,1954,56.0,2353,54.0,239.0,237.0,191.0,1585.0,26.0,0.0,0.0,0.0,28.0
2,7,WN,"Chicago, IL",IL,"Denver, CO",CO,1230,42.0,1410,36.0,160.0,154.0,137.0,895.0,4.0,0.0,0.0,0.0,32.0
8,6,F9,"Las Vegas, NV",NV,"Seattle, WA",WA,1510,36.0,1756,38.0,166.0,168.0,141.0,867.0,36.0,0.0,2.0,0.0,0.0
28,5,AA,"Dallas/Fort Worth, TX",TX,"Richmond, VA",VA,1857,107.0,2249,205.0,172.0,270.0,137.0,1158.0,0.0,8.0,98.0,0.0,99.0
5,3,UA,"Raleigh/Durham, NC",NC,"San Francisco, CA",CA,800,-11.0,1045,34.0,345.0,390.0,363.0,2400.0,0.0,0.0,34.0,0.0,0.0
23,7,B6,"Boston, MA",MA,"West Palm Beach/Palm Beach, FL",FL,1525,0.0,1844,26.0,199.0,225.0,196.0,1197.0,0.0,0.0,26.0,0.0,0.0
28,5,WN,"Sacramento, CA",CA,"Denver, CO",CO,2125,44.0,35,53.0,130.0,139.0,116.0,909.0,0.0,0.0,9.0,0.0,44.0
8,6,NK,"Philadelphia, PA",PA,"Myrtle Beach, SC",SC,1057,1.0,1236,23.0,99.0,121.0,89.0,473.0,0.0,0.0,23.0,0.0,0.0
14,5,HA,"Hilo, HI",HI,"Honolulu, HI",HI,1530,50.0,1630,57.0,60.0,67.0,49.0,216.0,10.0,0.0,0.0,0.0,47.0
18,2,UA,"Denver, CO",CO,"Santa Barbara, CA",CA,1147,28.0,1324,22.0,157.0,151.0,133.0,916.0,22.0,0.0,0.0,0.0,0.0
13,4,NK,"Detroit, MI",MI,"Austin, TX",TX,1640,67.0,1907,22.0,207.0,162.0,144.0,1149.0,5.0,0.0,1.0,0.0,16.0
26,3,WN,"Baltimore, MD",MD,"Albany, NY",NY,2200,48.0,2315,41.0,75.0,68.0,46.0,289.0,9.0,0.0,0.0,0.0,32.0
5,3,NK,"Orlando, FL",FL,"Manchester, NH",NH,1150,25.0,1452,20.0,182.0,177.0,157.0,1142.0,20.0,0.0,0.0,0.0,0.0
2,7,AA,"Dallas/Fort Worth, TX",TX,"Orlando, FL",FL,1745,48.0,2112,52.0,147.0,151.0,127.0,985.0,3.0,0.0,4.0,0.0,45.0
27,4,AA,"Richmond, VA",VA,"Dallas/Fort Worth, TX",TX,700,114.0,929,108.0,209.0,203.0,178.0,1158.0,108.0,0.0,0.0,0.0,0.0
1,6,NK,"Atlanta, GA",GA,"Orlando, FL",FL,1215,453.0,1339,486.0,84.0,117.0,60.0,404.0,247.0,0.0,33.0,0.0,206.0
22,6,HA,"Lihue, HI",HI,"Honolulu, HI",HI,1029,5.0,1105,16.0,36.0,47.0,28.0,102.0,5.0,0.0,11.0,0.0,0.0
24,1,OH,"Nashville, TN",TN,"Raleigh/Durham, NC",NC,1715,23.0,1945,20.0,90.0,87.0,66.0,442.0,4.0,0.0,0.0,0.0,16.0
14,5,DL,"Richmond, VA",VA,"Atlanta, GA",GA,1939,53.0,2127,35.0,108.0,90.0,72.0,481.0,0.0,0.0,0.0,0.0,35.0
30,7,9E,"Cincinnati, OH",KY,"New York, NY",NY,1005,-1.0,1159,24.0,114.0,139.0,94.0,589.0,0.0,0.0,24.0,0.0,0.0
9,7,UA,"Los Angeles, CA",CA,"Denver, CO",CO,1848,151.0,2215,146.0,147.0,142.0,118.0,862.0,8.0,0.0,0.0,0.0,138.0
13,4,AA,"Austin, TX",TX,"New York, NY",NY,1255,96.0,1742,104.0,227.0,235.0,212.0,1521.0,25.0,0.0,8.0,0.0,71.0
22,6,PT,"Charlotte, NC",NC,"Erie, PA",PA,1130,22.0,1318,19.0,108.0,105.0,70.0,476.0,0.0,19.0,0.0,0.0,0.0
18,2,AA,"Charlotte, NC",NC,"Salt Lake City, UT",UT,1920,3.0,2148,20.0,268.0,285.0,234.0,1727.0,3.0,0.0,17.0,0.0,0.0
