day_of_month,day_of_week,op_unique_carrier,origin_city_name,origin_state_abr,dest_city_name,dest_state_abr,crs_dep_time,dep_delay,crs_arr_time,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
21,5,9E,"Valdosta, GA",GA,"Atlanta, GA",GA,1724,-4.0,1839,24.0,75.0,103.0,53.0,208.0,0.0,0.0,24.0,0.0,0.0
10,1,OO,"San Francisco, CA",CA,"Reno, NV",NV,836,-1.0,947,46.0,71.0,118.0,36.0,192.0,46.0,0.0,0.0,0.0,0.0
10,1,DL,"Los Angeles, CA",CA,"Boston, MA",MA,725,1.0,1557,25.0,332.0,356.0,327.0,2611.0,0.0,0.0,25.0,0.0,0.0
13,4,DL,"Atlanta, GA",GA,"Asheville, NC",NC,2055,59.0,2148,69.0,53.0,63.0,37.0,164.0,59.0,0.0,10.0,0.0,0.0
6,4,OO,"Houston, TX",TX,"Dallas/Fort Worth, TX",TX,1210,20.0,1330,30.0,80.0,90.0,40.0,224.0,30.0,0.0,0.0,0.0,0.0
3,1,F9,"Houston, TX",TX,"Denver, CO",CO,1655,57.0,1834,43.0,159.0,145.0,121.0,862.0,43.0,0.0,0.0,0.0,0.0
26,3,WN,"Kansas City, MO",MO,"Dallas, TX",TX,1905,28.0,2035,17.0,90.0,79.0,71.0,461.0,0.0,0.0,0.0,0.0,17.0
6,4,YX,"Nashville, TN",TN,"New York, NY",NY,1638,-2.0,2000,18.0,142.0,162.0,122.0,765.0,0.0,0.0,18.0,0.0,0.0
19,3,WN,"Denver, CO",CO,"San Diego, CA",CA,1640,296.0,1805,338.0,145.0,187.0,126.0,853.0,20.0,0.0,42.0,0.0,276.0
5,3,AA,"Tampa, FL",FL,"Charlotte, NC",NC,1543,53.0,1730,53.0,107.0,107.0,77.0,507.0,32.0,0.0,0.0,0.0,21.0
30,7,YX,"Charlotte, NC",NC,"New York, NY",NY,1757,164.0,2009,177.0,132.0,145.0,107.0,541.0,0.0,0.0,13.0,0.0,164.0
6,4,DL,"Los Angeles, CA",CA,"Seattle, WA",WA,650,1.0,943,18.0,173.0,190.0,150.0,954.0,0.0,0.0,18.0,0.0,0.0
27,4,WN,"Honolulu, HI",HI,"Las Vegas, NV",NV,1130,22.0,2020,23.0,350.0,351.0,330.0,2762.0,18.0,0.0,1.0,0.0,4.0
2,7,DL,"Jackson, WY",WY,"Salt Lake City, UT",UT,700,59.0,820,64.0,80.0,85.0,41.0,205.0,0.0,59.0,5.0,0.0,0.0
17,1,WN,"Washington, DC",VA,"Nashville, TN",TN,1135,19.0,1230,16.0,115.0,112.0,87.0,562.0,4.0,0.0,0.0,0.0,12.0
17,1,OO,"Los Angeles, CA",CA,"Oakland, CA",CA,926,75.0,1048,67.0,82.0,74.0,58.0,337.0,0.0,67.0,0.0,0.0,0.0
9,7,DL,"Houston, TX",TX,"Detroit, MI",MI,1833,65.0,2220,58.0,167.0,160.0,141.0,1075.0,0.0,0.0,0.0,0.0,58.0
14,5,OO,"Detroit, MI",MI,"Columbus, OH",OH,1623,46.0,1723,38.0,60.0,52.0,32.0,155.0,38.0,0.0,0.0,0.0,0.0
18,2,WN,"Oakland, CA",CA,"San Diego, CA",CA,630,77.0,805,68.0,95.0,86.0,69.0,446.0,68.0,0.0,0.0,0.0,0.0
20,4,WN,"Phoenix, AZ",AZ,"Spokane, WA",WA,1155,7.0,1430,25.0,155.0,173.0,158.0,1020.0,4.0,0.0,18.0,0.0,3.0
22,6,AA,"San Francisco, CA",CA,"New York, NY",NY,1101,-5.0,1940,72.0,339.0,416.0,368.0,2586.0,0.0,0.0,72.0,0.0,0.0
26,3,WN,"Denver, CO",CO,"New Orleans, LA",LA,605,41.0,940,39.0,155.0,153.0,138.0,1062.0,39.0,0.0,0.0,0.0,0.0
14,5,NK,"Detroit, MI",MI,"Los Angeles, CA",CA,2125,39.0,2334,21.0,309.0,291.0,267.0,1979.0,21.0,0.0,0.0,0.0,0.0
5,3,OO,"Texarkana, AR",AR,"Dallas/Fort Worth, TX",TX,608,-5.0,719,20.0,71.0,96.0,55.0,181.0,20.0,0.0,0.0,0.0,0.0
17,1,9E,"Memphis, TN",TN,"New York, NY",NY,625,11.0,959,19.0,154.0,162.0,145.0,963.0,0.0,0.0,19.0,0.0,0.0
27,4,HA,"Kahului, HI",HI,"Las Vegas, NV",NV,1425,25.0,2255,30.0,330.0,335.0,315.0,2695.0,28.0,0.0,0.0,0.0,2.0
24,1,AS,"Anchorage, AK",AK,"Seattle, WA",WA,155,59.0,620,51.0,205.0,197.0,171.0,1448.0,51.0,0.0,0.0,0.0,0.0
26,3,AA,"Los Angeles, CA",CA,"Philadelphia, PA",PA,635,-1.0,1440,23.0,305.0,329.0,304.0,2402.0,0.0,0.0,23.0,0.0,0.0
11,2,MQ,"Miami, FL",FL,"Charleston, SC",SC,930,24.0,1114,22.0,104.0,102.0,78.0,489.0,0.0,0.0,0.0,0.0,22.0
5,3,UA,"Dallas/Fort Worth, TX",TX,"Houston, TX",TX,1559,341.0,1710,417.0,71.0,147.0,95.0,224.0,274.0,0.0,76.0,0.0,67.0
22,6,UA,"Denver, CO",CO,"Houston, TX",TX,2052,29.0,15,18.0,143.0,132.0,104.0,862.0,16.0,0.0,0.0,0.0,2.0
24,1,HA,"Lihue, HI",HI,"Honolulu, HI",HI,1615,53.0,1658,54.0,43.0,44.0,23.0,102.0,2.0,0.0,0.0,0.0,52.0
7,5,B6,"New York, NY",NY,"Miami, FL",FL,1323,69.0,1632,63.0,189.0,183.0,148.0,1089.0,19.0,0.0,0.0,0.0,44.0
6,4,WN,"Chicago, IL",IL,"Fort Myers, FL",FL,2145,12.0,125,26.0,160.0,174.0,146.0,1105.0,12.0,0.0,14.0,0.0,0.0
4,2,OO,"Columbus, OH",OH,"Chicago, IL",IL,1141,390.0,1211,390.0,90.0,90.0,63.0,296.0,0.0,0.0,390.0,0.0,0.0
5,3,B6,"Los Angeles, CA",CA,"Boston, MA",MA,1209,48.0,2045,119.0,336.0,407.0,355.0,2611.0,0.0,0.0,74.0,0.0,45.0
6,4,AA,"Charlotte, NC",NC,"Philadelphia, PA",PA,1613,49.0,1747,57.0,94.0,102.0,78.0,449.0,0.0,47.0,8.0,0.0,2.0
2,7,DL,"Los Angeles, CA",CA,"Minneapolis, MN",MN,1600,6.0,2135,18.0,215.0,227.0,171.0,1535.0,6.0,0.0,12.0,0.0,0.0
16,7,UA,"Washington, DC",VA,"Orlando, FL",FL,2210,46.0,30,34.0,140.0,128.0,109.0,758.0,34.0,0.0,0.0,0.0,0.0
30,7,UA,"Newark, NJ",NJ,"Chicago, IL",IL,1838,139.0,2021,101.0,163.0,125.0,100.0,719.0,21.0,0.0,0.0,0.0,80.0
16,7,NK,"Fort Lauderdale, FL",FL,"Dallas/Fort Worth, TX",TX,2025,43.0,2242,46.0,197.0,200.0,150.0,1119.0,0.0,43.0,3.0,0.0,0.0
5,3,DL,"Atlanta, GA",GA,"St. Louis, MO",MO,815,26.0,858,17.0,103.0,94.0,74.0,484.0,17.0,0.0,0.0,0.0,0.0
25,2,WN,"Phoenix, AZ",AZ,"El Paso, TX",TX,1715,81.0,1925,75.0,70.0,64.0,49.0,347.0,3.0,0.0,0.0,0.0,72.0
15,6,OO,"Colorado Springs, CO",CO,"Houston, TX",TX,735,-4.0,1105,30.0,150.0,184.0,116.0,809.0,30.0,0.0,0.0,0.0,0.0
13,4,OO,"Portland, OR",OR,"Seattle, WA",WA,2045,-2.0,2137,17.0,52.0,71.0,39.0,129.0,17.0,0.0,0.0,0.0,0.0
7,5,9E,"New York, NY",NY,"Jacksonville, FL",FL,1350,18.0,1627,22.0,157.0,161.0,122.0,833.0,12.0,0.0,4.0,0.0,6.0
24,1,MQ,"Chattanooga, TN",TN,"Dallas/Fort Worth, TX",TX,2011,11.0,2135,22.0,144.0,155.0,124.0,695.0,0.0,0.0,11.0,10.0,1.0
25,2,NK,"Las Vegas, NV",NV,"Portland, OR",OR,853,25.0,1117,49.0,144.0,168.0,121.0,763.0,15.0,0.0,34.0,0.0,0.0
11,2,AA,"Santa Ana, CA",CA,"New York, NY",NY,1341,23.0,2159,59.0,318.0,354.0,326.0,2454.0,0.0,0.0,59.0,0.0,0.0
14,5,AA,"Greensboro/High Point, NC",NC,"Charlotte, NC",NC,1841,102.0,1935,105.0,54.0,57.0,24.0,83.0,0.0,100.0,3.0,0.0,2.0
30,7,B6,"Boston, MA",MA,"Fort Lauderdale, FL",FL,1645,88.0,2013,122.0,208.0,242.0,205.0,1237.0,0.0,0.0,110.0,0.0,12.0
2,7,9E,"New York, NY",NY,"Charleston, SC",SC,1148,53.0,1410,26.0,142.0,115.0,93.0,641.0,26.0,0.0,0.0,0.0,0.0
4,2,WN,"Norfolk, VA",VA,"Chicago, IL",IL,1925,29.0,2035,25.0,130.0,126.0,112.0,704.0,0.0,0.0,0.0,0.0,25.0
13,4,NK,"Orlando, FL",FL,"Philadelphia, PA",PA,1550,13.0,1819,40.0,149.0,176.0,116.0,861.0,0.0,0.0,40.0,0.0,0.0
1,6,B6,"Fort Lauderdale, FL",FL,"New Orleans, LA",LA,1037,-1.0,1150,28.0,133.0,162.0,98.0,674.0,0.0,0.0,28.0,0.0,0.0
28,5,WN,"San Jose, CA",CA,"Long Beach, CA",CA,1955,23.0,2110,18.0,75.0,70.0,56.0,324.0,18.0,0.0,0.0,0.0,0.0
28,5,UA,"Las Vegas, NV",NV,"Washington, DC",VA,2332,103.0,659,115.0,267.0,279.0,236.0,2065.0,78.0,0.0,12.0,0.0,25.0
22,6,NK,"New York, NY",NY,"Dallas/Fort Worth, TX",TX,1200,88.0,1456,71.0,236.0,219.0,197.0,1389.0,71.0,0.0,0.0,0.0,0.0
23,7,B6,"New York, NY",NY,"Burlington, VT",VT,2229,81.0,2354,65.0,85.0,69.0,46.0,266.0,4.0,0.0,0.0,0.0,61.0
10,1,AA,"Chicago, IL",IL,"Atlanta, GA",GA,1315,43.0,1619,31.0,124.0,112.0,85.0,606.0,31.0,0.0,0.0,0.0,0.0
16,7,MQ,"Dallas/Fort Worth, TX",TX,"Fargo, ND",ND,1936,25.0,2215,62.0,159.0,196.0,150.0,968.0,0.0,25.0,37.0,0.0,0.0
27,4,UA,"Baltimore, MD",MD,"Houston, TX",TX,600,1.0,825,36.0,205.0,240.0,206.0,1235.0,0.0,0.0,36.0,0.0,0.0
25,2,UA,"Santa Ana, CA",CA,"San Francisco, CA",CA,745,-8.0,916,53.0,91.0,152.0,64.0,372.0,0.0,0.0,53.0,0.0,0.0
7,5,OH,"Washington, DC",VA,"Panama City, FL",FL,830,-3.0,1014,25.0,164.0,192.0,121.0,769.0,0.0,0.0,25.0,0.0,0.0
5,3,DL,"Atlanta, GA",GA,"Raleigh/Durham, NC",NC,1602,69.0,1727,63.0,85.0,79.0,59.0,356.0,63.0,0.0,0.0,0.0,0.0
5,3,OO,"Phoenix, AZ",AZ,"Medford, OR",OR,1157,67.0,1428,63.0,151.0,147.0,127.0,854.0,0.0,0.0,0.0,0.0,63.0
4,2,DL,"Atlanta, GA",GA,"Raleigh/Durham, NC",NC,705,21.0,830,15.0,85.0,79.0,57.0,356.0,15.0,0.0,0.0,0.0,0.0
28,5,WN,"Manchester, NH",NH,"Chicago, IL",IL,1920,54.0,2045,53.0,145.0,144.0,121.0,838.0,0.0,0.0,0.0,0.0,53.0
30,7,UA,"San Francisco, CA",CA,"Columbus, OH",OH,1111,138.0,1832,148.0,261.0,271.0,250.0,2120.0,7.0,0.0,10.0,0.0,131.0
2,7,YX,"Washington, DC",VA,"Newark, NJ",NJ,1300,36.0,1444,46.0,104.0,114.0,42.0,199.0,0.0,36.0,10.0,0.0,0.0
26,3,WN,"Phoenix, AZ",AZ,"Chicago, IL",IL,1830,25.0,2340,32.0,190.0,197.0,181.0,1444.0,7.0,0.0,7.0,0.0,18.0
3,1,HA,"Honolulu, HI",HI,"Kahului, HI",HI,1720,27.0,1800,26.0,40.0,39.0,22.0,100.0,0.0,0.0,0.0,0.0,26.0
27,4,F9,"Las Vegas, NV",NV,"Miami, FL",FL,39,0.0,809,21.0,270.0,291.0,265.0,2174.0,0.0,0.0,21.0,0.0,0.0
12,3,AS,"Anchorage, AK",AK,"Fairbanks, AK",AK,2300,5.0,2354,26.0,54.0,75.0,42.0,261.0,0.0,0.0,26.0,0.0,0.0
22,6,G7,"Syracuse, NY",NY,"Newark, NJ",NJ,1131,56.0,1300,64.0,89.0,97.0,43.0,195.0,4.0,0.0,8.0,0.0,52.0
29,6,UA,"Los Angeles, CA",CA,"Houston, TX",TX,1309,357.0,1823,358.0,194.0,195.0,173.0,1379.0,357.0,0.0,1.0,0.0,0.0
22,6,OO,"Minneapolis, MN",MN,"Rhinelander, WI",WI,1000,-6.0,1107,17.0,67.0,90.0,46.0,190.0,17.0,0.0,0.0,0.0,0.0
22,6,OO,"Minneapolis, MN",MN,"Cleveland, OH",OH,712,-4.0,1008,19.0,116.0,139.0,90.0,622.0,19.0,0.0,0.0,0.0,0.0
13,4,OO,"Salt Lake City, UT",UT,"Boise, ID",ID,824,52.0,942,56.0,78.0,82.0,48.0,290.0,56.0,0.0,0.0,0.0,0.0
3,1,AA,"Kansas City, MO",MO,"Philadelphia, PA",PA,1355,40.0,1721,43.0,146.0,149.0,123.0,1038.0,40.0,0.0,3.0,0.0,0.0
30,7,NK,"Myrtle Beach, SC",SC,"Fort Lauderdale, FL",FL,1807,92.0,1953,106.0,106.0,120.0,105.0,529.0,0.0,0.0,22.0,0.0,84.0
2,7,AA,"Monterey, CA",CA,"Dallas/Fort Worth, TX",TX,1356,128.0,1920,114.0,204.0,190.0,164.0,1430.0,0.0,114.0,0.0,0.0,0.0
4,2,OO,"Minneapolis, MN",MN,"Sioux Falls, SD",SD,1000,12.0,1120,25.0,80.0,93.0,46.0,196.0,25.0,0.0,0.0,0.0,0.0
20,4,WN,"Albany, NY",NY,"Orlando, FL",FL,1540,67.0,1835,54.0,175.0,162.0,148.0,1073.0,0.0,0.0,0.0,0.0,54.0
15,6,AA,"Fort Lauderdale, FL",FL,"Charlotte, NC",NC,759,78.0,1004,85.0,125.0,132.0,94.0,632.0,78.0,0.0,7.0,0.0,0.0
8,6,HA,"Honolulu, HI",HI,"Kahului, HI",HI,1200,46.0,1245,60.0,45.0,59.0,21.0,100.0,12.0,0.0,14.0,0.0,34.0
24,1,WN,"St. Louis, MO",MO,"Oakland, CA",CA,2145,29.0,2355,31.0,250.0,252.0,238.0,1725.0,29.0,0.0,2.0,0.0,0.0
15,6,UA,"Harrisburg, PA",PA,"Chicago, IL",IL,600,234.0,706,202.0,126.0,94.0,79.0,594.0,0.0,0.0,0.0,0.0,202.0
24,1,AA,"Cedar Rapids/Iowa City, IA",IA,"Charlotte, NC",NC,645,60.0,952,49.0,127.0,116.0,92.0,742.0,49.0,0.0,0.0,0.0,0.0
26,3,AA,"Washington, DC",VA,"Chicago, IL",IL,1706,33.0,1830,37.0,144.0,148.0,111.0,612.0,0.0,0.0,4.0,0.0,33.0
5,3,WN,"Nashville, TN",TN,"Fort Lauderdale, FL",FL,2110,129.0,20,124.0,130.0,125.0,107.0,793.0,0.0,0.0,0.0,0.0,124.0
8,6,YV,"Houston, TX",TX,"Mission/McAllen/Edinburg, TX",TX,1200,60.0,1324,47.0,84.0,71.0,55.0,316.0,14.0,0.0,0.0,0.0,33.0
25,2,AA,"Austin, TX",TX,"Las Vegas, NV",NV,1849,14.0,1951,64.0,182.0,232.0,163.0,1090.0,0.0,0.0,64.0,0.0,0.0
30,7,WN,"Las Vegas, NV",NV,"Oakland, CA",CA,715,21.0,845,15.0,90.0,84.0,63.0,407.0,14.0,0.0,0.0,0.0,1.0
2,7,DL,"Los Angeles, CA",CA,"Atlanta, GA",GA,700,30.0,1400,26.0,240.0,236.0,207.0,1947.0,9.0,0.0,0.0,0.0,17.0
6,4,DL,"San Jose, CA",CA,"Salt Lake City, UT",UT,1720,101.0,2018,87.0,118.0,104.0,83.0,584.0,0.0,0.0,0.0,0.0,87.0
2,7,ZW,"Chicago, IL",IL,"Knoxville, TN",TN,1245,296.0,1530,274.0,105.0,83.0,66.0,475.0,0.0,0.0,0.0,0.0,274.0
15,6,WN,"Columbus, OH",OH,"Baltimore, MD",MD,1310,7.0,1420,25.0,70.0,88.0,72.0,337.0,7.0,0.0,18.0,0.0,0.0
23,7,WN,"Baltimore, MD",MD,"Louisville, KY",KY,835,21.0,1020,18.0,105.0,102.0,83.0,495.0,18.0,0.0,0.0,0.0,0.0
24,1,DL,"Atlanta, GA",GA,"Milwaukee, WI",WI,2255,68.0,2356,63.0,121.0,116.0,98.0,669.0,36.0,0.0,0.0,0.0,27.0
3,1,9E,"Birmingham, AL",AL,"Detroit, MI",MI,1731,245.0,2041,231.0,130.0,116.0,83.0,625.0,179.0,0.0,0.0,0.0,52.0
5,3,PT,"Wilmington, NC",NC,"Philadelphia, PA",PA,1100,240.0,1230,251.0,90.0,101.0,72.0,413.0,0.0,0.0,11.0,0.0,240.0
22,6,B6,"New York, NY",NY,"New Orleans, LA",LA,820,9.0,1044,17.0,204.0,212.0,176.0,1183.0,0.0,0.0,8.0,0.0,9.0
10,1,G4,"Jacksonville, FL",FL,"Washington, DC",VA,1545,14.0,1732,15.0,107.0,108.0,89.0,630.0,14.0,0.0,1.0,0.0,0.0
15,6,B6,"Atlanta, GA",GA,"New York, NY",NY,1225,15.0,1444,16.0,139.0,140.0,110.0,760.0,15.0,0.0,1.0,0.0,0.0
30,7,B6,"Boston, MA",MA,"New Orleans, LA",LA,1555,-3.0,1841,25.0,226.0,254.0,208.0,1368.0,0.0,0.0,25.0,0.0,0.0
15,6,AA,"Charlotte, NC",NC,"Omaha, NE",NE,2032,-3.0,2212,15.0,160.0,178.0,150.0,913.0,0.0,0.0,15.0,0.0,0.0
24,1,OO,"Fresno, CA",CA,"Portland, OR",OR,900,-1.0,1053,26.0,113.0,140.0,103.0,626.0,26.0,0.0,0.0,0.0,0.0
19,3,AA,"Charlotte, NC",NC,"Las Vegas, NV",NV,1653,95.0,1846,94.0,293.0,292.0,264.0,1916.0,19.0,0.0,0.0,0.0,75.0
18,2,WN,"Denver, CO",CO,"Portland, OR",OR,1830,27.0,2010,21.0,160.0,154.0,141.0,991.0,8.0,0.0,0.0,0.0,13.0
10,1,DL,"Atlanta, GA",GA,"Austin, TX",TX,1019,65.0,1148,65.0,149.0,149.0,130.0,813.0,65.0,0.0,0.0,0.0,0.0
1,6,WN,"Cincinnati, OH",KY,"Chicago, IL",IL,1935,22.0,1945,17.0,70.0,65.0,48.0,249.0,2.0,0.0,0.0,0.0,15.0
26,3,WN,"Portland, OR",OR,"Sacramento, CA",CA,2225,39.0,2350,34.0,85.0,80.0,67.0,479.0,0.0,0.0,34.0,0.0,0.0
5,3,AA,"Los Angeles, CA",CA,"Atlanta, GA",GA,945,48.0,1701,66.0,256.0,274.0,241.0,1947.0,0.0,0.0,61.0,0.0,5.0
21,5,WN,"Los Angeles, CA",CA,"San Francisco, CA",CA,2055,32.0,2210,25.0,75.0,68.0,53.0,337.0,0.0,0.0,0.0,0.0,25.0
13,4,AA,"Dallas/Fort Worth, TX",TX,"Detroit, MI",MI,2038,149.0,14,147.0,156.0,154.0,131.0,986.0,65.0,0.0,0.0,0.0,82.0
5,3,MQ,"Midland/Odessa, TX",TX,"Dallas/Fort Worth, TX",TX,1236,82.0,1359,59.0,83.0,60.0,44.0,309.0,8.0,0.0,0.0,0.0,51.0
14,5,F9,"Santa Ana, CA",CA,"Denver, CO",CO,1843,83.0,2201,75.0,138.0,130.0,111.0,846.0,0.0,0.0,0.0,0.0,75.0
15,6,WN,"Baltimore, MD",MD,"Las Vegas, NV",NV,1915,81.0,2125,75.0,310.0,304.0,286.0,2106.0,40.0,0.0,0.0,0.0,35.0
4,2,F9,"Atlanta, GA",GA,"Chicago, IL",IL,1219,34.0,1317,32.0,118.0,116.0,93.0,591.0,25.0,0.0,0.0,0.0,7.0
12,3,AA,"Washington, DC",VA,"Boston, MA",MA,1700,62.0,1835,52.0,95.0,85.0,65.0,399.0,0.0,0.0,0.0,0.0,52.0
29,6,AA,"Chicago, IL",IL,"Omaha, NE",NE,2101,45.0,2232,40.0,91.0,86.0,64.0,416.0,17.0,0.0,0.0,0.0,23.0
28,5,WN,"Denver, CO",CO,"Kansas City, MO",MO,2250,22.0,125,16.0,95.0,89.0,74.0,533.0,0.0,0.0,0.0,0.0,16.0
23,7,UA,"Newark, NJ",NJ,"Orlando, FL",FL,759,75.0,1042,66.0,163.0,154.0,128.0,937.0,9.0,0.0,0.0,0.0,57.0
7,5,OH,"Cleveland, OH",OH,"Washington, DC",VA,1729,47.0,1851,37.0,82.0,72.0,51.0,310.0,11.0,0.0,0.0,0.0,26.0
20,4,MQ,"Midland/Odessa, TX",TX,"Dallas/Fort Worth, TX",TX,1625,28.0,1748,19.0,83.0,74.0,48.0,309.0,0.0,1.0,0.0,0.0,18.0
23,7,AA,"Memphis, TN",TN,"Dallas/Fort Worth, TX",TX,726,28.0,914,30.0,108.0,110.0,84.0,431.0,28.0,0.0,2.0,0.0,0.0
22,6,PT,"Roanoke, VA",VA,"Charlotte, NC",NC,910,160.0,1023,151.0,73.0,64.0,37.0,155.0,0.0,0.0,0.0,0.0,151.0
12,3,AA,"New York, NY",NY,"Washington, DC",VA,2000,45.0,2126,32.0,86.0,73.0,37.0,214.0,0.0,0.0,0.0,0.0,32.0
16,7,YV,"Houston, TX",TX,"Corpus Christi, TX",TX,1010,-5.0,1120,19.0,70.0,94.0,41.0,201.0,0.0,0.0,19.0,0.0,0.0
6,4,WN,"Chicago, IL",IL,"Denver, CO",CO,2235,25.0,15,17.0,160.0,152.0,137.0,895.0,17.0,0.0,0.0,0.0,0.0
12,3,DL,"Atlanta, GA",GA,"Washington, DC",VA,715,5.0,859,28.0,104.0,127.0,101.0,547.0,0.0,0.0,28.0,0.0,0.0
17,1,WN,"Denver, CO",CO,"Las Vegas, NV",NV,815,80.0,910,71.0,115.0,106.0,88.0,628.0,64.0,0.0,0.0,0.0,7.0
26,3,DL,"Atlanta, GA",GA,"Dallas/Fort Worth, TX",TX,1400,65.0,1520,112.0,140.0,187.0,143.0,731.0,0.0,0.0,112.0,0.0,0.0
29,6,WN,"Ontario, CA",CA,"Phoenix, AZ",AZ,1425,28.0,1535,23.0,70.0,65.0,54.0,325.0,6.0,0.0,0.0,0.0,17.0
18,2,WN,"Denver, CO",CO,"New Orleans, LA",LA,2005,29.0,2335,24.0,150.0,145.0,129.0,1062.0,0.0,0.0,0.0,0.0,24.0
18,2,WN,"Burbank, CA",CA,"Denver, CO",CO,700,48.0,1020,21.0,140.0,113.0,97.0,850.0,21.0,0.0,0.0,0.0,0.0
3,1,DL,"Tampa, FL",FL,"Minneapolis, MN",MN,1535,35.0,1803,37.0,208.0,210.0,175.0,1306.0,15.0,0.0,2.0,0.0,20.0
30,7,AA,"Phoenix, AZ",AZ,"Los Angeles, CA",CA,2005,-1.0,2130,15.0,85.0,101.0,55.0,370.0,0.0,0.0,15.0,0.0,0.0
1,6,AA,"Atlanta, GA",GA,"Charlotte, NC",NC,1048,85.0,1206,78.0,78.0,71.0,41.0,226.0,0.0,0.0,0.0,0.0,78.0
20,4,HA,"Lihue, HI",HI,"Honolulu, HI",HI,1140,27.0,1216,45.0,36.0,54.0,21.0,102.0,0.0,0.0,45.0,0.0,0.0
13,4,AA,"New York, NY",NY,"Miami, FL",FL,1614,-4.0,1926,40.0,192.0,236.0,198.0,1096.0,0.0,0.0,40.0,0.0,0.0
26,3,DL,"San Diego, CA",CA,"Minneapolis, MN",MN,800,-2.0,1337,25.0,217.0,244.0,212.0,1532.0,0.0,0.0,25.0,0.0,0.0
5,3,AA,"Dallas/Fort Worth, TX",TX,"Austin, TX",TX,2200,43.0,2301,122.0,61.0,140.0,45.0,190.0,43.0,0.0,79.0,0.0,0.0
23,7,B6,"Rochester, NY",NY,"New York, NY",NY,1737,74.0,1900,75.0,83.0,84.0,62.0,264.0,8.0,0.0,1.0,0.0,66.0
4,2,OO,"Vernal, UT",UT,"Denver, CO",CO,1354,52.0,1508,55.0,74.0,77.0,47.0,259.0,0.0,0.0,0.0,0.0,55.0
3,1,UA,"Spokane, WA",WA,"Denver, CO",CO,1335,272.0,1650,269.0,135.0,132.0,110.0,836.0,0.0,0.0,0.0,0.0,269.0
2,7,OO,"Salt Lake City, UT",UT,"Pasco/Kennewick/Richland, WA",WA,1610,18.0,1655,15.0,105.0,102.0,81.0,521.0,0.0,15.0,0.0,0.0,0.0
6,4,AS,"Kahului, HI",HI,"San Francisco, CA",CA,1455,86.0,2253,79.0,298.0,291.0,271.0,2338.0,79.0,0.0,0.0,0.0,0.0
23,7,B6,"Fort Lauderdale, FL",FL,"Los Angeles, CA",CA,2106,-6.0,2359,33.0,353.0,392.0,323.0,2343.0,0.0,0.0,33.0,0.0,0.0
28,5,G4,"Eugene, OR",OR,"Las Vegas, NV",NV,1539,1179.0,1732,1177.0,113.0,111.0,98.0,700.0,0.0,0.0,1.0,0.0,1176.0
29,6,WN,"Santa Barbara, CA",CA,"Denver, CO",CO,1035,68.0,1400,58.0,145.0,135.0,119.0,916.0,0.0,0.0,0.0,0.0,58.0
18,2,WN,"Las Vegas, NV",NV,"Sacramento, CA",CA,1625,21.0,1800,15.0,95.0,89.0,68.0,397.0,7.0,0.0,0.0,0.0,8.0
1,6,B6,"Hartford, CT",CT,"San Juan, PR",PR,2230,46.0,217,54.0,227.0,235.0,217.0,1666.0,16.0,0.0,8.0,0.0,30.0
2,7,DL,"Seattle, WA",WA,"Tucson, AZ",AZ,935,97.0,1237,79.0,182.0,164.0,146.0,1216.0,7.0,0.0,0.0,0.0,72.0
9,7,NK,"Fort Lauderdale, FL",FL,"Newark, NJ",NJ,1501,-4.0,1800,36.0,179.0,219.0,152.0,1065.0,0.0,0.0,36.0,0.0,0.0
30,7,AA,"Washington, DC",VA,"Jacksonville, FL",FL,2015,75.0,2224,69.0,129.0,123.0,102.0,634.0,29.0,0.0,0.0,0.0,40.0
19,3,WN,"Boston, MA",MA,"Chicago, IL",IL,2035,16.0,2210,23.0,155.0,162.0,136.0,861.0,3.0,0.0,7.0,0.0,13.0
28,5,OO,"Palm Springs, CA",CA,"San Francisco, CA",CA,800,-1.0,946,39.0,106.0,146.0,66.0,421.0,39.0,0.0,0.0,0.0,0.0
1,6,HA,"Honolulu, HI",HI,"Los Angeles, CA",CA,1435,32.0,2300,28.0,325.0,321.0,295.0,2556.0,28.0,0.0,0.0,0.0,0.0
4,2,B6,"Boston, MA",MA,"Salt Lake City, UT",UT,1800,10.0,2132,36.0,332.0,358.0,329.0,2105.0,10.0,0.0,26.0,0.0,0.0
28,5,B6,"Fort Lauderdale, FL",FL,"Raleigh/Durham, NC",NC,2035,75.0,2246,62.0,131.0,118.0,99.0,680.0,13.0,0.0,0.0,0.0,49.0
27,4,AA,"Charlotte, NC",NC,"Philadelphia, PA",PA,2043,94.0,2220,87.0,97.0,90.0,64.0,449.0,87.0,0.0,0.0,0.0,0.0
11,2,HA,"Honolulu, HI",HI,"Sacramento, CA",CA,1310,25.0,2120,26.0,310.0,311.0,281.0,2462.0,26.0,0.0,0.0,0.0,0.0
2,7,DL,"Detroit, MI",MI,"San Francisco, CA",CA,1250,25.0,1512,21.0,322.0,318.0,302.0,2079.0,1.0,0.0,0.0,0.0,20.0
13,4,DL,"Seattle, WA",WA,"Raleigh/Durham, NC",NC,2135,3.0,540,17.0,305.0,319.0,282.0,2354.0,0.0,0.0,17.0,0.0,0.0
