date,station_name,degrees_from_mean,longitude,latitude,max_temp,min_temp,type
2013-09-01,TALLAHASSEE,3.76,-84.3289,30.3975,33.3,23.9,Weak Hot
2013-12-06,COLD BAY AP,21.36,-162.7325,55.2208,11.7,8.3,Strong Hot
2013-11-22,EUREKA WFO WOODLEY ISLAND,-8.53,-124.1603,40.8097,18.3,-1.6,Weak Cold
2013-06-30,GREENPORT PWR HOUSE,6.78,-72.3731,41.1019,28.3,21.7,Weak Hot
2013-04-26,MOXEE CITY 10 E,10.8,-120.1678,46.5053,27.2,5.0,Weak Hot
2013-10-06,BAXTER,8.95,-83.3303,36.8583,29.4,16.1,Weak Hot
2013-06-27,FOLLETT,6.82,-100.1369,36.4328,38.3,23.3,Weak Hot
2013-01-11,FLAGSTAFF PULLIAM AP,-10.36,-111.6664,35.1442,-4.4,-18.3,Weak Cold
2013-04-17,SISTERS,-9.42,-121.5486,44.2842,4.4,-6.7,Weak Cold
2013-11-29,MOULTON 2,-11.3,-87.2989,34.4883,6.7,-6.7,Weak Cold
2013-07-18,MADISON DANE RGNL AP,8.25,-89.3453,43.1406,33.3,23.9,Weak Hot
2013-09-03,NIMROD DAM,9.37,-93.1594,34.9553,38.3,21.7,Weak Hot
2013-05-02,FLANDREAU,-14.53,-96.5928,44.0517,5.6,-1.7,Weak Cold
2013-10-02,BROCKTON,10.36,-71.005,42.0478,27.8,10.6,Weak Hot
2013-04-03,MALVERN,-14.04,-92.8364,34.3947,10.6,2.8,Weak Cold
2013-01-24,CIMARRON 4 SW,12.28,-104.9456,36.4661,18.3,3.9,Weak Hot
2013-10-25,JACKSONVILLE 2E,-13.3,-90.2153,39.7353,6.1,-4.4,Weak Cold
2013-08-26,BERGLAND DAM,8.48,-89.5475,46.5869,32.8,17.8,Weak Hot
2013-05-30,PELLSTON RGNL AP,12.43,-84.7928,45.5644,31.1,10.0,Weak Hot
2013-07-06,MADISON 3NNW,4.87,-81.8464,38.1025,30.6,22.2,Weak Hot
2013-09-25,SUMMER LAKE 1 S,-13.4,-120.7897,42.9592,12.2,1.7,Weak Cold
2013-09-02,MISSOULA INTL AP,9.88,-114.0925,46.9208,29.4,15.0,Weak Hot
2013-04-29,HEBER BLACK MESA RS,8.54,-110.5581,34.3925,25.6,3.3,Weak Hot
2013-01-10,GILLETTE 4SE,12.83,-105.4919,44.2644,10.0,1.7,Weak Hot
2013-01-14,TONOPAH,-25.28,-117.0903,38.0511,-6.7,-18.3,Strong Cold
2013-09-25,POCATELLO 2 NE,-14.18,-112.4086,42.8917,11.1,2.8,Weak Cold
2013-12-07,MINCHUMINA,17.75,-152.2817,63.9033,-1.7,-7.2,Weak Hot
2013-01-13,HOT SPRINGS,14.42,-79.8317,37.9969,18.9,3.9,Weak Hot
2013-01-31,WINCHESTER 7 SE,16.97,-78.1167,39.1833,21.7,3.9,Weak Hot
2013-01-31,PRESQUE ISLE,36.05,-68.0089,46.6539,12.2,1.7,Strong Hot
2013-09-04,GRAND LAKE 6 SSW,15.48,-105.8667,40.185,27.8,7.8,Strong Hot
2013-04-23,ORLAND,7.7,-122.1997,39.7458,30.6,15.6,Weak Hot
2013-06-12,WATERVILLE TRTMT PLT,-11.2,-69.6544,44.5272,13.3,11.7,Weak Cold
2013-07-03,WEST PLAINS,-19.13,-91.8347,36.7425,23.3,8.3,Strong Cold
2013-12-06,PINEDALE,-17.42,-109.8592,42.8747,-20.0,-30.0,Weak Cold
2013-12-23,MOXEE CITY 10 E,10.57,-120.1678,46.5053,12.8,-2.8,Weak Hot
2013-09-01,WAPPAPELLO DAM,17.49,-90.2836,36.9231,37.2,23.3,Strong Hot
2013-08-15,SANDUSKY,-6.43,-82.7167,41.45,23.3,11.1,Weak Cold
2013-12-07,MATADOR,-12.75,-100.825,34.0044,-4.4,-13.9,Weak Cold
2013-08-18,TIFTON,-6.83,-83.4767,31.4461,25.6,20.6,Weak Cold
2013-06-02,BARTLESVILLE F P FLD,-19.73,-96.0261,36.7683,20.0,10.0,Strong Cold
2013-08-26,ACADEMY 2NE,9.11,-99.0631,43.4892,36.1,23.9,Weak Hot
2013-01-02,NEPHI,-29.11,-111.8319,39.7122,-12.2,-21.1,Strong Cold
2013-01-12,WIKIEUP,-7.08,-113.6136,34.7061,9.4,-6.1,Weak Cold
2013-03-04,ORANGEBURG 2,-10.66,-80.8733,33.4886,15.6,-4.4,Weak Cold
2013-07-02,HONOLULU INTL AP,-3.18,-157.9294,21.3239,27.8,22.2,Weak Cold
2013-01-29,BOLIVAR 1 NE,40.54,-93.3911,37.6167,23.3,16.1,Strong Hot
2013-10-04,SHOALS 8 S,11.95,-86.7944,38.5528,28.9,17.2,Weak Hot
2013-02-07,ALTUS DAM,11.5,-99.2964,34.8847,22.2,10.6,Weak Hot
2013-03-03,APALACHICOLA AIRPORT,-9.71,-85.0206,29.7258,11.1,2.2,Weak Cold
2013-05-02,TENSLEEP 16SSE,-25.61,-107.3653,43.8111,3.3,-7.2,Strong Cold
2013-09-30,BICKLETON,-13.07,-120.3006,45.9981,9.4,3.9,Weak Cold
2013-01-31,BECKLEY VA HOSPITAL,14.04,-81.1939,37.7647,18.3,-3.3,Weak Hot
2013-11-27,SAVANNAH 6 SW,-24.03,-88.3214,35.1525,4.4,-6.7,Strong Cold
2013-01-25,STEPHENVILLE,14.39,-98.2319,32.2314,27.8,6.1,Weak Hot
2013-01-11,CLEVELAND FLTR PLT,19.03,-84.7981,35.2203,18.9,16.7,Weak Hot
2013-10-27,ROOSEVELT ROADS,2.98,-65.6408,18.255,32.2,27.2,Weak Hot
2013-07-04,MONTGOMERY AP,-8.28,-86.4075,32.2997,25.0,22.2,Weak Cold
2013-04-24,HERINGTON,-28.7,-96.9494,38.6656,1.7,-5.0,Strong Cold
2013-05-20,BRADFORD RGNL AP,21.36,-78.6403,41.8031,28.9,16.1,Strong Hot
2013-05-06,BAMBERG,-9.46,-81.0306,33.3,19.4,11.7,Weak Cold
2013-01-22,PRENTICE #2,-17.39,-90.3017,44.5447,-23.9,-32.8,Weak Cold
2013-08-20,BLUFF,6.09,-109.5575,37.2825,35.0,21.7,Weak Hot
2013-11-23,AUGUSTINE 2E,-16.39,-107.6211,34.075,-2.2,-6.7,Weak Cold
2013-05-05,BATON ROUGE RYAN AP,-21.16,-91.1469,30.5372,18.3,8.3,Strong Cold
2013-04-18,JACKSON EXP STN,19.8,-88.8456,35.6214,31.1,20.0,Strong Hot
2013-04-28,ENNIS,9.9,-111.7111,45.3394,23.9,8.3,Weak Hot
2013-05-16,KENAI MUNI AP,-8.46,-151.2392,60.5797,3.3,1.1,Weak Cold
2013-04-05,THORSBY EXP STN,-13.4,-86.6708,32.9206,10.6,6.7,Weak Cold
2013-05-23,DORSET,9.86,-80.6667,41.6833,30.0,17.2,Weak Hot
2013-04-18,GANADO,-7.65,-109.5661,35.7164,7.2,-8.9,Weak Cold
2013-09-26,LAHONTAN DAM,-12.9,-119.0644,39.4689,15.6,3.3,Weak Cold
2013-01-30,LOUISVILLE INTL AP,16.36,-85.7392,38.1811,21.7,0.6,Weak Hot
2013-10-26,BREVARD,-9.01,-82.7358,35.2283,11.7,-4.4,Weak Cold
2013-11-26,ELMIRA,-10.18,-76.8358,42.0997,0.6,-11.1,Weak Cold
2013-05-15,MT PLEASANT 1 SSW,9.01,-91.5647,40.9486,31.7,18.9,Weak Hot
2013-06-06,NORTH PLATTE RGNL AP,-9.7,-100.6694,41.1214,23.9,2.8,Weak Cold
2013-06-13,ALLARDT,5.12,-84.8744,36.3806,28.9,20.6,Weak Hot
2013-09-08,PEORIA GTR PEORIA AP,9.49,-89.6839,40.6675,31.7,22.2,Weak Hot
2013-04-17,KAYCEE,-15.32,-106.6375,43.7144,-1.1,-6.7,Weak Cold
2013-09-10,CRESTON 2 SW,10.96,-94.3942,41.0372,35.6,18.3,Weak Hot
2013-01-11,OCEANSIDE MARINA,-6.17,-117.395,33.2097,11.7,1.1,Weak Cold
2013-06-28,HOT SPRINGS 1 NNE,8.24,-93.0486,34.5128,37.2,27.2,Weak Hot
2013-07-06,NASHUA 2 NNW,7.94,-71.4736,42.7914,33.9,22.8,Weak Hot
2013-07-29,TOPEKA MUNI AP,-9.93,-95.6261,39.0725,22.2,16.7,Weak Cold
2013-04-30,PALMDALE AP,10.44,-118.0836,34.6294,30.0,16.1,Weak Hot
2013-05-30,RIDGWAY,14.23,-78.7492,41.4197,27.2,18.9,Weak Hot
2013-06-25,SONOMA,-11.07,-122.4622,38.2994,17.8,14.4,Weak Cold
2013-05-06,NATCHEZ,-23.86,-91.3408,31.5889,15.6,6.1,Strong Cold
2013-06-30,SHOSHONE 1 WNW,23.56,-114.4169,42.9383,39.4,21.1,Strong Hot
2013-03-09,SAN DIEGO LINDBERGH FLD,-3.95,-117.1831,32.7336,15.0,11.1,Weak Cold
2013-04-19,NORTON 9SSE,-16.77,-99.8361,39.7411,2.2,-5.6,Weak Cold
2013-04-16,MIDWEST,-14.96,-106.2772,43.4131,-0.6,-8.3,Weak Cold
2013-04-01,JAMESTOWN MUNI AP,-28.53,-98.6692,46.9258,-2.1,-14.9,Strong Cold
2013-05-04,SAC CITY,-18.19,-94.9761,42.4194,3.9,-0.6,Weak Cold
2013-03-01,MYTON,-24.16,-110.0617,40.1942,-2.8,-16.1,Strong Cold
2013-07-16,BELTSVILLE,6.18,-76.9314,39.0303,33.9,25.0,Weak Hot
2013-10-07,WARSAW 6 SW,11.76,-78.2203,42.6856,25.6,13.9,Weak Hot
2013-06-19,MTN DELL DAM,8.17,-111.7222,40.7497,30.6,15.6,Weak Hot
2013-11-25,LINESVILLE 1 S,-25.06,-80.425,41.6458,-5.6,-10.0,Strong Cold
2013-01-13,PHOENIX SKY HARBOR INTL AP,-9.36,-112.0039,33.4278,10.0,-1.1,Weak Cold
2013-03-29,GRANGEVILLE,7.5,-116.1175,45.9414,11.7,5.6,Weak Hot
2013-01-13,JACKSON SPRINGS 5 WNW,12.57,-79.6772,35.1858,22.8,10.6,Weak Hot
2013-10-05,NEWARK WATER WKS,12.66,-82.4128,40.0875,27.2,17.8,Weak Hot
2013-04-19,GARDEN CITY RGNL AP,-10.46,-100.7247,37.9272,17.2,-6.6,Weak Cold
2013-07-12,FT MEADE,7.97,-103.4775,44.41,35.0,23.3,Weak Hot
2013-05-03,MADELINE ISLAND,-15.33,-90.7653,46.7781,0.6,-1.7,Weak Cold
2013-07-05,PRESCOTT 2 NNW,-7.05,-93.3878,33.8203,31.1,14.4,Weak Cold
2013-12-07,GIBSON DAM,-24.61,-112.7536,47.6017,-16.7,-33.9,Weak Cold
2013-08-03,ISABELA SUBSTN,2.95,-67.0525,18.4653,30.0,25.0,Weak Hot
2013-01-13,INDEPENDENCE 1W,12.73,-89.8214,34.6989,21.7,8.9,Weak Hot
2013-09-06,HARDIN,9.82,-107.6092,45.7317,35.0,16.7,Weak Hot
2013-09-27,SUMMER LAKE 1 S,-9.12,-120.7897,42.9592,17.8,-3.3,Weak Cold
2013-04-11,FLANDREAU,-15.19,-96.5928,44.0517,-2.2,-3.9,Weak Cold
2013-06-04,WAUSAU DWTN AP,-11.17,-89.6256,44.9258,13.3,10.0,Weak Cold
2013-06-28,MONTICELLO MUNI AP,5.56,-91.7556,33.6361,35.6,25.0,Weak Hot
2013-01-27,TAYLOR PARK,21.85,-106.6086,38.8183,3.3,-1.7,Weak Hot
2013-09-06,NEW MEADOWS RS,10.83,-116.2933,44.9714,25.6,11.7,Weak Hot
2013-01-25,TAHOKA,8.87,-101.7981,33.1714,25.0,5.6,Weak Hot
2013-06-16,GULKANA AP,11.86,-145.4589,62.1592,30.6,6.1,Weak Hot
2013-05-14,EL CENTRO 2 SSW,8.31,-115.5617,32.7669,40.6,24.4,Weak Hot
2013-07-29,SPRINGFIELD 1 NW,-8.55,-94.9864,44.2469,22.8,7.2,Weak Cold
2013-09-10,CALIFORNIA,8.41,-92.5545,38.6278,35.6,21.1,Weak Hot
2013-11-26,LAKE ARTHUR 10 SW,-16.21,-92.7808,30.0031,6.1,3.3,Weak Cold
2013-07-24,MEDFORD ROGUE VLY AP,8.75,-122.8722,42.3811,37.2,22.2,Weak Hot
2013-11-23,LEVELLAND,-20.3,-102.3758,33.55,-2.8,-5.0,Weak Cold
2013-09-13,OLGA 2 SE,4.19,-122.8064,48.6117,16.7,13.3,Weak Hot
2013-08-04,ELK MTN,6.4,-106.4136,41.6878,28.9,14.4,Weak Hot
2013-05-02,LONG BEACH DAUGHERTY FLD,11.87,-118.1464,33.8117,35.0,13.9,Weak Hot
2013-04-17,LEVAN,-12.47,-111.8653,39.5608,3.9,-6.1,Weak Cold
2013-07-07,OOLITIC PURDUE EX FRM,-10.44,-86.5519,38.8894,19.4,17.8,Weak Cold
2013-08-16,CRESTON 2 SW,-10.89,-94.3942,41.0372,17.8,13.3,Weak Cold
2013-08-06,COTULLA LA SALLE CO AP,5.35,-99.2183,28.4567,42.2,25.0,Weak Hot
2013-10-05,SNOWFLAKE,-9.47,-110.0839,34.5081,16.7,-7.2,Weak Cold
2013-01-15,HAIWEE,-9.96,-117.9528,36.1389,7.8,-11.7,Weak Cold
2013-09-06,COLBY 1SW,11.89,-101.0689,39.3925,38.3,16.1,Weak Hot
2013-08-08,COCHETOPA CREEK,-10.04,-106.7611,38.4461,16.1,8.9,Weak Cold
2013-12-07,SPEARFISH,-23.68,-103.8722,44.5139,-20.6,-27.2,Weak Cold
2013-07-27,IDYLLWILD FIRE DEPT,9.14,-116.7067,33.7572,32.2,20.6,Weak Hot
2013-08-15,MAYSVILLE SEWAGE PLT,-7.44,-83.7872,38.6869,22.8,10.6,Weak Cold
2013-01-28,MUSKOGEE,36.99,-95.3339,35.7781,23.9,19.4,Strong Hot
2013-01-30,WADESBORO,13.46,-80.0772,34.9603,24.4,10.0,Weak Hot
2013-01-12,CHINO VALLEY,-12.44,-112.4567,34.7569,-1.1,-12.8,Weak Cold
2013-09-08,CHANUTE MARTIN JOHNSON AP,18.17,-95.4842,37.6703,37.2,22.8,Strong Hot
2013-06-12,ELKHART,8.9,-101.8867,37.0058,40.6,21.1,Weak Hot
2013-12-10,CEDAR POINT,-29.1,-109.0828,37.7158,-11.7,-21.7,Strong Cold
2013-06-06,ROSEMOUNT RESEARCH OUTREACH C,-10.99,-93.0975,44.7178,15.0,10.0,Weak Cold
2013-05-13,ALPENA WWTP,-11.66,-83.4281,45.0606,4.4,-0.6,Weak Cold
2013-03-15,NEEDLES AP,9.3,-114.6189,34.7675,34.4,14.4,Weak Hot
2013-04-02,LAONA 6 SW,-13.28,-88.7594,45.5119,-2.2,-9.4,Weak Cold
2013-08-02,FAIRBANKS INTL AP,9.23,-147.8761,64.8039,28.3,14.4,Weak Hot
2013-04-16,KIMBALL 2NE,-17.37,-103.6344,41.2453,-2.2,-5.6,Weak Cold
2013-05-02,AGASSIZ REFUGE,-27.2,-95.9817,48.3006,3.3,-5.0,Strong Cold
2013-04-04,HOLLAND 1 E,-8.98,-76.7683,36.6831,14.4,-1.7,Weak Cold
2013-07-28,WRAY,-11.47,-102.2325,40.0714,21.7,12.2,Weak Cold
2013-11-30,BELLE MINA 2 N,-10.31,-86.8819,34.6892,11.7,-6.7,Weak Cold
2013-01-30,COLUMBIA 3 WNW,13.38,-87.0864,35.6381,21.7,12.8,Weak Hot
2013-02-02,SPENCER,-15.81,-81.3583,38.8008,-8.9,-16.1,Weak Cold
2013-05-11,LEAVENWORTH 3 S,12.2,-120.675,47.5586,34.4,11.7,Weak Hot
2013-07-19,PUTNEYVILLE 2 SE DAM,6.14,-79.2803,40.9247,31.1,20.0,Weak Hot
2013-09-02,OWYHEE DAM,8.87,-117.2467,43.65,36.1,16.7,Weak Hot
2013-07-30,TUTTLE CREEK LAKE,-10.56,-96.5994,39.2475,21.7,16.1,Weak Cold
2013-01-13,EUPORA 2 E,30.89,-89.2358,33.5628,24.4,18.3,Strong Hot
2013-05-25,BOONVILLE 4 SSW,-12.99,-75.3697,43.4361,4.4,2.2,Weak Cold
2013-10-26,GALAX RADIO WBRF,-24.31,-80.9139,36.6633,5.0,-6.1,Strong Cold
2013-01-15,ABIQUIU DAM,-13.29,-106.4278,36.2403,-3.9,-21.1,Weak Cold
2013-06-30,WENDOVER AP AWOS,23.95,-114.0358,40.7206,38.9,27.2,Strong Hot
2013-10-23,FT PIERCE,3.9,-80.3508,27.4419,33.3,23.9,Weak Hot
2013-04-30,TIONESTA 2 SE LAKE,11.33,-79.4433,41.4792,17.2,11.7,Weak Hot
2013-11-25,DONORA 1 SW,-27.55,-79.8694,40.1636,-3.3,-10.0,Strong Cold
2013-12-10,LOVELOCK DERBY FLD,-14.75,-118.5692,40.0681,-6.0,-23.2,Weak Cold
2013-01-22,TRAVERSE CITY CHERRY CPTL AP,-11.4,-85.5825,44.7408,-13.8,-17.7,Weak Cold
2013-09-03,SAUCIER EXP FOREST,5.94,-89.055,30.6264,32.8,25.6,Weak Hot
2013-11-25,FT STOCKTON,-22.56,-102.9153,30.9072,-1.1,-3.3,Weak Cold
2013-04-17,PACTOLA DAM,-15.48,-103.4819,44.0622,-5.0,-8.9,Weak Cold
2013-10-04,COSHOCTON AG RSCH STN,10.81,-81.7908,40.3708,26.7,17.2,Weak Hot
2013-02-11,TUMACACORI NM,-12.38,-111.0497,31.5678,13.9,-11.7,Weak Cold
2013-07-02,SMOKEY VALLEY - CARVERS,4.93,-117.1739,38.7839,37.8,17.8,Weak Hot
2013-10-01,GRANTS MILAN MUNI AP,8.66,-107.8992,35.1664,30.0,1.1,Weak Hot
2013-08-04,PALMER 3 ESE,4.5,-121.8514,47.3058,28.3,15.6,Weak Hot
2013-08-18,BROOKGREEN GARDENS,-5.69,-79.0975,33.5214,25.6,20.6,Weak Cold
2013-01-13,CADILLAC,13.75,-85.3967,44.2656,10.6,0.0,Weak Hot
2013-06-30,ANNETTE ISLAND AP,4.09,-131.5786,55.0389,22.8,13.3,Weak Hot
2013-09-17,ABERDEEN EXP STN,8.75,-112.8253,42.9536,28.9,12.2,Weak Hot
2013-11-26,ABERDEEN PHILLIPS FLD,-20.1,-76.1697,39.4717,2.8,-5.6,Strong Cold
2013-09-06,BLACKFOOT FIRE DEPT,9.43,-112.3531,43.1969,30.6,15.6,Weak Hot
2013-08-15,ALEXANDRIA,-9.49,-97.7847,43.6514,20.0,13.3,Weak Cold
2013-07-18,KEWAUNEE,14.17,-87.505,44.4628,33.3,21.1,Strong Hot
2013-09-13,WOODRUFF,9.47,-111.1494,41.525,21.7,10.0,Weak Hot
2013-05-05,LEECH LAKE,-15.75,-94.2228,47.2467,3.3,0.6,Weak Cold
2013-10-05,CHATTANOOGA LOVELL AP,8.19,-85.2014,35.0311,30.6,17.8,Weak Hot
2013-04-19,EVERGLADES,10.99,-81.3897,25.8489,33.3,22.8,Strong Hot
2013-10-26,ROME R B RUSSELL AP,-11.98,-85.1611,34.3478,15.6,-3.2,Weak Cold
2013-07-03,PARK FOREST,-8.81,-87.6803,41.4947,20.0,15.6,Weak Cold
2013-08-30,FORKS 1 E,4.82,-124.3539,47.9558,19.4,15.0,Weak Hot
2013-12-30,CHARLES CITY,-15.19,-92.6717,43.0603,-16.7,-25.0,Weak Cold
2013-06-03,AMITY 4 NE,-10.2,-94.36,39.8914,17.8,8.3,Weak Cold
2013-03-15,FARSON 5N,11.23,-109.4453,42.1867,15.6,-5.6,Weak Hot
2013-05-11,BREDETTE,-8.82,-105.2992,48.5156,15.6,-3.9,Weak Cold
2013-07-02,FLOYDADA,-4.84,-101.3339,33.985,27.8,14.4,Weak Cold
2013-01-03,PRINEVILLE,-14.58,-120.8081,44.3022,-8.3,-19.4,Weak Cold
2013-05-14,TENSLEEP 16SSE,10.78,-107.3653,43.8111,30.0,6.1,Weak Hot
2013-08-28,GAYLORD,7.15,-94.2208,44.5564,33.9,22.2,Weak Hot
2013-10-03,STUTTGART 9 ESE,10.49,-91.4172,34.4744,26.7,20.6,Weak Hot
2013-11-15,OPELIKA,-11.05,-85.4492,32.6592,15.6,-6.1,Weak Cold
2013-06-22,SMITH CTR,7.09,-98.7783,39.7772,37.8,23.3,Weak Hot
2013-06-12,FT SCOTT,7.66,-94.7086,37.8428,34.4,26.1,Weak Hot
2013-05-20,INDIANAPOLIS,9.21,-86.2803,39.7075,28.3,20.6,Weak Hot
2013-06-30,MOORE HAVEN LOCK 1,3.28,-81.0872,26.84,33.9,25.0,Weak Hot
2013-10-05,EFFINGHAM 3SW,24.31,-88.6244,39.1181,31.1,18.9,Strong Hot
2013-08-17,SAND MT SUBSTN,-10.74,-85.9681,34.2878,20.0,16.7,Weak Cold
2013-12-05,ADEL,-26.86,-119.8961,42.1761,-6.7,-20.0,Strong Cold
2013-01-29,ENID,28.57,-97.8747,36.4194,23.3,9.4,Strong Hot
2013-04-04,CAPE MAY 2 NW,-8.05,-74.9358,38.9536,7.8,-1.7,Weak Cold
2013-12-06,HAYDEN,-30.85,-107.2547,40.4928,-15.6,-28.3,Strong Cold
2013-12-22,ONIDA 4 NW,-15.45,-100.1447,44.7317,-16.7,-27.8,Weak Cold
2013-03-12,HAIWEE,9.27,-117.9528,36.1389,27.2,1.1,Weak Hot
2013-11-24,CHENOA,-27.93,-88.7108,40.7394,-4.4,-13.3,Strong Cold
2013-05-30,PHILADELPHIA INTL AP,19.76,-75.2311,39.8683,33.9,21.1,Strong Hot
2013-10-02,AUGUSTA STATE AP,10.92,-69.7972,44.3206,25.0,11.1,Weak Hot
2013-01-10,CHILDERSBURG WTR PL,13.88,-86.3431,33.285,20.6,14.4,Weak Hot
2013-05-20,FLINT BISHOP INTL AP,11.83,-83.7494,42.9667,32.2,17.2,Weak Hot
2013-06-29,KAMAS,11.58,-111.2822,40.6439,36.1,11.1,Weak Hot
2013-02-21,LAJAS SUBSTN,1.91,-67.0722,18.0331,32.2,17.8,Weak Hot
2013-04-04,URBANA WWTP,-9.79,-83.7822,40.0986,6.7,-6.1,Weak Cold
2013-01-15,BROOKGREEN GARDENS,10.3,-79.0975,33.5214,24.4,13.3,Weak Hot
2013-05-05,ANTLERS,-13.25,-95.615,34.2208,13.9,5.6,Weak Cold
2013-11-28,DAYTON-MCD,-22.84,-84.1911,39.7633,-1.7,-7.2,Strong Cold
2013-03-20,BEOWAWE,10.5,-116.475,40.5903,17.8,7.2,Weak Hot
2013-06-10,SUMMERVILLE 4W,4.14,-80.2325,33.0367,30.6,23.3,Weak Hot
2013-07-04,BOSTON LOGAN INTL AP,5.23,-71.0106,42.3606,34.4,23.9,Weak Hot
2013-02-23,MTN LAKE,6.93,-81.5992,27.9378,31.1,15.6,Weak Hot
2013-11-01,ROYAL OAK 2 SSW,11.85,-76.1897,38.7144,21.7,16.7,Weak Hot
2013-10-16,TORRANCE AP,6.8,-118.3411,33.8017,29.4,20.6,Weak Hot
2013-10-25,GRANDFATHER MTN,-24.32,-81.8311,36.0956,1.7,-8.3,Strong Cold
2013-04-10,COLUMBUS 3 NE,-17.51,-97.3278,41.4639,-0.6,-2.8,Weak Cold
2013-01-12,WILMINGTON INTL AP,12.13,-77.8997,34.2675,25.6,13.3,Weak Hot
2013-11-25,PORTLAND SEWAGE PLT,-26.79,-86.5258,36.5875,-0.6,-7.8,Strong Cold
2013-06-08,NASHUA 2 NNW,-12.4,-71.4736,42.7914,12.8,11.1,Weak Cold
2013-05-19,SYRACUSE 1NE,10.98,-101.7417,37.9928,36.7,13.9,Weak Hot
2013-03-27,BARSTOW DAGGETT AP,9.45,-116.7858,34.8536,27.8,17.2,Weak Hot
2013-01-31,COVINGTON,10.13,-83.8436,33.5972,21.7,12.8,Weak Hot
2013-07-15,MIDLAND 4 ENE,-4.52,-102.0258,32.0186,37.2,16.1,Weak Cold
2013-09-03,LIBERTY,5.05,-94.795,30.0592,36.7,23.9,Weak Hot
2013-12-01,KENTFIELD,5.64,-122.5447,37.9567,18.9,5.0,Weak Hot
2013-09-04,OPHEIM 10 N,9.95,-106.38,48.9989,31.1,13.3,Weak Hot
2013-10-06,BAY MINETTE,8.96,-87.7853,30.8839,30.6,22.8,Weak Hot
2013-05-02,BROADUS,-11.73,-105.4072,45.4442,13.9,-6.7,Weak Cold
2013-07-28,PEARSALL,3.94,-99.0897,28.8889,38.9,25.0,Weak Hot
2013-06-28,EL MORRO NATL MON,15.32,-108.3492,35.0381,35.0,14.4,Strong Hot
2013-05-06,SAN FRANCISCO INTL AP,4.67,-122.3647,37.6197,21.1,15.0,Weak Hot
2013-01-22,ORGAN PIPE CACTUS NM,8.27,-112.8003,31.9556,28.9,7.2,Weak Hot
2013-12-07,BEEVILLE 5 NE,-18.41,-97.7061,28.4575,1.1,0.0,Weak Cold
2013-01-29,GATE,15.27,-100.0569,36.85,23.9,-0.6,Weak Hot
2013-06-03,MORRISON,-21.08,-89.9744,41.8039,15.0,6.1,Strong Cold
2013-05-27,ALBEMARLE,-12.38,-80.1994,35.3992,26.7,0.6,Weak Cold
2013-11-21,MINOT EXP STN,-15.87,-101.2964,48.1803,-8.3,-23.9,Weak Cold
2013-03-04,CROSS CITY 1 E,-25.4,-83.1053,29.6333,10.0,-3.3,Strong Cold
2013-06-21,CHANUTE MARTIN JOHNSON AP,6.16,-95.4842,37.6703,32.8,23.9,Weak Hot
2013-07-26,HAMMONTON 1 NE,-9.55,-74.8072,39.6442,21.1,17.8,Weak Cold
2013-05-12,BOWLING GREEN WWTP,-11.38,-83.6111,41.3831,10.6,2.8,Weak Cold
2013-11-10,MAPLE CITY 1E,-9.98,-85.8353,44.855,8.3,-10.6,Weak Cold
2013-07-19,WEST BRANCH 3SE,17.16,-84.2011,44.2542,34.4,23.3,Strong Hot
2013-09-14,VALLECITO DAM,6.65,-107.5822,37.3842,13.3,10.6,Weak Hot
2013-07-23,JUNCTION KIMBLE CO AP,4.5,-99.7664,30.5108,35.0,26.1,Weak Hot
2013-09-13,PICABO,9.0,-114.0667,43.3086,26.1,12.2,Weak Hot
2013-09-03,CRESTED BUTTE,6.9,-106.9769,38.8739,25.6,5.0,Weak Hot
2013-03-13,IDYLLWILD FIRE DEPT,10.28,-116.7067,33.7572,23.9,1.7,Weak Hot
2013-05-18,TIFTON,-8.53,-83.4767,31.4461,30.0,7.8,Weak Cold
2013-06-30,WESTHAMPTN GABRESKI AP,7.87,-72.6322,40.8436,23.9,21.1,Weak Hot
2013-07-02,LIBERTY,-5.74,-94.795,30.0592,31.7,17.2,Weak Cold
2013-01-25,JUNCTION KIMBLE CO AP,12.62,-99.7664,30.5108,29.4,11.1,Weak Hot
2013-08-20,FT COLLINS,7.3,-105.1314,40.6147,36.1,13.3,Weak Hot
2013-05-04,MOBERLY,-31.23,-92.4369,39.4194,3.3,1.7,Strong Cold
2013-12-22,OCONALUFTEE,13.48,-83.3056,35.5158,20.6,9.4,Weak Hot
2013-05-12,MILTON FREEWATER,10.84,-118.4089,45.9428,30.0,20.0,Weak Hot
2013-09-16,AUGUSTA,11.75,-112.3964,47.4931,30.0,16.7,Weak Hot
2013-09-28,PRESCOTT,-9.74,-112.4322,34.5706,21.7,0.6,Weak Cold
2013-07-18,HUDSON COR.FACILITY,12.86,-73.8,42.25,36.1,22.2,Strong Hot
2013-04-18,ENCINAL,9.4,-99.3847,27.9775,36.7,24.4,Weak Hot
2013-01-15,TATUM,-15.71,-103.3611,33.2422,-2.8,-8.3,Weak Cold
2013-04-10,ELKHART,-34.67,-101.8867,37.0058,-0.6,-8.9,Strong Cold
2013-01-13,HART MTN REFUGE,-26.89,-119.6556,42.5483,-6.1,-23.9,Strong Cold
2013-08-19,BOYSEN DAM,5.5,-108.1633,43.4053,36.7,16.1,Weak Hot
2013-09-02,OPHEIM 10 N,12.03,-106.38,48.9989,33.3,9.4,Weak Hot
